Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Latitude,Longitude
Holland,EE. UU.,XXXXXXXXX,Britanni,13100,Rich,XXXXXXXXX,Home Office,MI,3881 Blue Mount,49423,42.83187103,-86.07852173
Irwin,EE. UU.,XXXXXXXXX,Mary,8092,Smith,XXXXXXXXX,Consumer,PA,3021 Red Robin Nook,15642,40.32811356,-79.70446014
Middletown,EE. UU.,XXXXXXXXX,Mary,6249,Andrade,XXXXXXXXX,Consumer,CT,8706 Harvest Green,6457,41.55907822,-72.65383911
New Bedford,EE. UU.,XXXXXXXXX,Quyn,18501,Clemons,XXXXXXXXX,Consumer,MA,1214 Dusty Crescent,2740,41.63562393,-70.93080139
Roswell,EE. UU.,XXXXXXXXX,Melissa,11777,Marsh,XXXXXXXXX,Consumer,NM,7656 Heather Leaf Heath,88201,33.41352081,-103.7812958
San Antonio,EE. UU.,XXXXXXXXX,Mary,5031,George,XXXXXXXXX,Consumer,TX,5148 Sleepy Timber Grove,78201,29.46007919,-98.52754211
Simi Valley,EE. UU.,XXXXXXXXX,William,2912,Chen,XXXXXXXXX,Consumer,CA,4948 Colonial Village,93063,34.26791382,-118.6712112
Stockton,EE. UU.,XXXXXXXXX,Mary,3332,Robinson,XXXXXXXXX,Consumer,CA,5399 Foggy Court,95207,37.92694473,-121.3779068
Tonawanda,EE. UU.,XXXXXXXXX,Tamara,17931,Dunlap,XXXXXXXXX,Corporate,NY,6829 Umber Isle,14150,43.01396942,-78.87906647
Virginia Beach,EE. UU.,XXXXXXXXX,Harry,4876,Smith,XXXXXXXXX,Consumer,VA,5723 Emerald Downs,23456,36.78103638,-76.11266327
Wichita,EE. UU.,XXXXXXXXX,Amber,7185,Smith,XXXXXXXXX,Corporate,KS,4047 Green Stead,67212,37.69120026,-97.42577362
Ypsilanti,EE. UU.,XXXXXXXXX,Phyllis,20357,Thomas,XXXXXXXXX,Consumer,MI,8279 Sleepy Willow Bay,48197,42.24398804,-83.61991119
Caguas,Puerto Rico,XXXXXXXXX,Basia,19461,Watts,XXXXXXXXX,Consumer,PR,5918 Golden Beacon Freeway,725,18.28713608,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,David,10761,Smith,XXXXXXXXX,Consumer,PR,2915 Cotton Meadow,725,18.27095413,-66.37050629
Caguas,Puerto Rico,XXXXXXXXX,Emily,10878,Richardson,XXXXXXXXX,Corporate,PR,2867 Burning Forest Grove,725,18.28668976,-66.37060547
Caguas,Puerto Rico,XXXXXXXXX,Kenneth,487,Brown,XXXXXXXXX,Consumer,PR,6183 Little Passage,725,18.35419464,-66.07129669
Caguas,Puerto Rico,XXXXXXXXX,Minerva,19091,Clayton,XXXXXXXXX,Consumer,PR,5192 Foggy Elk Village,725,18.29424477,-66.0370636
Garland,EE. UU.,XXXXXXXXX,Kenneth,582,Smith,XXXXXXXXX,Corporate,TX,3775 Quaking Inlet,75043,32.83969879,-96.60076141
Ontario,EE. UU.,XXXXXXXXX,Aubrey,14682,Byrd,XXXXXXXXX,Corporate,CA,6909 Umber Bluff Landing,91764,35.18671036,-120.7025223
Pittsfield,EE. UU.,XXXXXXXXX,Fiona,18419,Klein,XXXXXXXXX,Home Office,MA,3562 Clear Glen,1201,42.45938873,-73.22673035
Pompano Beach,EE. UU.,XXXXXXXXX,Holly,19758,Park,XXXXXXXXX,Home Office,FL,5274 Noble Isle,33068,26.21472931,-80.23004913
Roswell,EE. UU.,XXXXXXXXX,Christopher,4362,Clayton,XXXXXXXXX,Consumer,GA,8932 High Row,30075,34.0256691,-84.35742188
Washington,EE. UU.,XXXXXXXXX,Harold,697,Pratt,XXXXXXXXX,Consumer,DC,4352 Hazy Hickory Road,20019,38.91199112,77.09209442
Albuquerque,EE. UU.,XXXXXXXXX,Andrew,7465,Smith,XXXXXXXXX,Consumer,NM,7732 Honey Dale,87120,35.12392044,-106.723587
Annandale,EE. UU.,XXXXXXXXX,Piper,17161,Sweeney,XXXXXXXXX,Home Office,VA,5149 Dusty Pony Common,22003,38.81283569,-77.18642426
Ballwin,EE. UU.,XXXXXXXXX,Mary,3313,Ortiz,XXXXXXXXX,Consumer,MO,7810 Harvest Front,63021,38.58826065,-90.49710083
Beaverton,EE. UU.,XXXXXXXXX,Imani,13822,Baldwin,XXXXXXXXX,Consumer,OR,6640 Golden Avenue,97006,45.5220108,-122.8633347
Caguas,Puerto Rico,XXXXXXXXX,Margaret,5820,Smith,XXXXXXXXX,Home Office,PR,6692 Round Hill,725,18.23170853,-66.37060547
Caguas,Puerto Rico,XXXXXXXXX,Mariam,18572,Wilcox,XXXXXXXXX,Consumer,PR,3847 Silver Route,725,18.22112846,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Mary,855,Davis,XXXXXXXXX,Consumer,PR,1469 Dewy Berry Road,725,18.3513546,-65.96290588
Caguas,Puerto Rico,XXXXXXXXX,Mary,4958,Smith,XXXXXXXXX,Consumer,PR,357 Umber Alley,725,18.26917839,-66.37057495
Caguas,Puerto Rico,XXXXXXXXX,Mary,5766,Melton,XXXXXXXXX,Home Office,PR,1111 Cotton Vista,725,18.22709274,-66.37062073
Caguas,Puerto Rico,XXXXXXXXX,Mary,8114,Smith,XXXXXXXXX,Consumer,PR,7415 Cotton Fox Corners,725,18.24184227,-66.37052155
Caguas,Puerto Rico,XXXXXXXXX,Mary,10127,Warren,XXXXXXXXX,Consumer,PR,7906 Gentle Close,725,18.2745533,-66.37054443
Caguas,Puerto Rico,XXXXXXXXX,William,1023,Morgan,XXXXXXXXX,Corporate,PR,3632 Emerald Robin Glen,725,18.29649925,-66.04867554
Chicago,EE. UU.,XXXXXXXXX,Mary,262,Morgan,XXXXXXXXX,Home Office,IL,8352 Pleasant Rise Valley,60621,41.8188858,-87.81513977
Fayetteville,EE. UU.,XXXXXXXXX,Jena,13979,Lambert,XXXXXXXXX,Corporate,NC,4971 Indian Campus,28314,35.06275177,-79.00574493
Fort Worth,EE. UU.,XXXXXXXXX,Mary,8579,Conrad,XXXXXXXXX,Corporate,TX,6876 Heather Lake Bend,76106,32.8013916,-97.3302536
Fort Worth,EE. UU.,XXXXXXXXX,Tyler,1076,Thompson,XXXXXXXXX,Consumer,TX,7844 Rocky Deer Avenue,76116,32.73230743,-97.47290802
Garden Grove,EE. UU.,XXXXXXXXX,Minerva,14062,Downs,XXXXXXXXX,Consumer,CA,5546 Dewy Carrefour,92840,33.77317047,-118.0345764
Guaynabo,Puerto Rico,XXXXXXXXX,Simone,14440,Mcclain,XXXXXXXXX,Corporate,PR,1077 Grand Lake Stead,969,18.37199974,-66.09887695
Lakewood,EE. UU.,XXXXXXXXX,Catherine,4021,Shelton,XXXXXXXXX,Consumer,OH,9699 Cotton Autoroute,44107,40.52737045,-81.26895905
Salt Lake City,EE. UU.,XXXXXXXXX,Aaron,10478,Smith,XXXXXXXXX,Consumer,UT,3696 Dewy Sky Ledge,84120,40.76031113,-111.8882217
San Diego,EE. UU.,XXXXXXXXX,Justin,2093,Jennings,XXXXXXXXX,Corporate,CA,9079 Dewy Deer Harbour,92117,32.77581406,-117.135437
San Jose,EE. UU.,XXXXXXXXX,Mallory,15507,Whitfield,XXXXXXXXX,Consumer,CA,5835 Harvest Vista,95127,37.37883377,-121.8303375
Simi Valley,EE. UU.,XXXXXXXXX,Mary,8144,Summers,XXXXXXXXX,Consumer,CA,3926 Stony Gardens,93065,34.27391052,-118.7662125
Virginia Beach,EE. UU.,XXXXXXXXX,Mikayla,14092,Guthrie,XXXXXXXXX,Corporate,VA,9095 Broad Wagon Villas,23455,36.91083145,-76.12958527
Washington,EE. UU.,XXXXXXXXX,Kathryn,1982,Nolan,XXXXXXXXX,Corporate,PA,3543 Red Treasure Bay,15301,40.21743774,-80.34114838
Augusta,EE. UU.,XXXXXXXXX,Joseph,3122,Graves,XXXXXXXXX,Corporate,GA,905 Blue Cape,30907,31.78530121,-84.44017029
Bend,EE. UU.,XXXXXXXXX,Roanna,13036,Morse,XXXXXXXXX,Corporate,OR,9726 Dewy Grounds,97701,44.07599258,-120.9686584
Caguas,Puerto Rico,XXXXXXXXX,Cassandra,15627,Alford,XXXXXXXXX,Consumer,PR,3510 Red Deer Link,725,18.23521042,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Catherine,11290,Smith,XXXXXXXXX,Consumer,PR,4692 Gentle Turnabout,725,18.2261982,-66.37054443
Caguas,Puerto Rico,XXXXXXXXX,Chava,14760,Kidd,XXXXXXXXX,Consumer,PR,9279 Quaking Key,725,18.2940464,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,8599,Smith,XXXXXXXXX,Corporate,PR,9676 Silent Centre,725,18.21919251,-66.37051392
Caguas,Puerto Rico,XXXXXXXXX,Howard,4977,Hayes,XXXXXXXXX,Consumer,PR,7199 Tawny Close,725,18.23690224,-66.37052155
Caguas,Puerto Rico,XXXXXXXXX,Karly,19865,Roman,XXXXXXXXX,Corporate,PR,4545 Dewy Apple Concession,725,18.29059219,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Maile,15269,Lopez,XXXXXXXXX,Corporate,PR,4377 Heather Canyon,725,18.29556465,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Mary,1312,Smith,XXXXXXXXX,Corporate,PR,3460 Misty Elk Diversion,725,18.26314354,-66.37058258
Caguas,Puerto Rico,XXXXXXXXX,Nancy,6673,Smith,XXXXXXXXX,Consumer,PR,7391 Cotton Hollow,725,18.28088188,-66.37052155
Caguas,Puerto Rico,XXXXXXXXX,Vivian,17465,Clements,XXXXXXXXX,Home Office,PR,690 Cozy Meadow,725,18.29422569,-66.03705597
Forest Hills,EE. UU.,XXXXXXXXX,Kathleen,3201,Smith,XXXXXXXXX,Consumer,NY,9117 Rustic Beach,11375,42.08637619,-76.85916138
Garden Grove,EE. UU.,XXXXXXXXX,Mary,5958,Brown,XXXXXXXXX,Corporate,CA,4675 Cozy Way,92843,33.76652145,-117.9461899
Jacksonville,EE. UU.,XXXXXXXXX,Jolene,12665,Taylor,XXXXXXXXX,Consumer,FL,4312 Bright Corner,32225,30.35342217,-81.51309204
Katy,EE. UU.,XXXXXXXXX,Mary,8848,Watson,XXXXXXXXX,Consumer,TX,5301 Broad Bend,77450,29.77441025,-95.74694824
Los Angeles,EE. UU.,XXXXXXXXX,Juan,6164,Bailey,XXXXXXXXX,Consumer,CA,4435 Harvest Apple Port,90057,34.06108093,-118.2774735
Los Angeles,EE. UU.,XXXXXXXXX,Mary,10648,Smith,XXXXXXXXX,Corporate,CA,5810 Sleepy Hill,90007,33.95978928,-118.3832703
Mayaguez,Puerto Rico,XXXXXXXXX,Mary,5990,Summers,XXXXXXXXX,Consumer,PR,1384 Pleasant Blossom Meadow,680,18.20005035,-67.14024353
Middletown,EE. UU.,XXXXXXXXX,Mary,9361,Giles,XXXXXXXXX,Home Office,CT,4715 Cotton Anchor Towers,6457,40.95835114,-80.56311798
Pompano Beach,EE. UU.,XXXXXXXXX,Jenette,16232,Wilkins,XXXXXXXXX,Home Office,FL,2049 Quaking Mews,33068,26.21472931,-80.23004913
Simi Valley,EE. UU.,XXXXXXXXX,Sierra,13707,Norton,XXXXXXXXX,Consumer,CA,1021 Silver Log Cape,93065,34.27391052,-118.7662125
Bakersfield,EE. UU.,XXXXXXXXX,Alyssa,20521,Roy,XXXXXXXXX,Home Office,CA,4804 Silent Butterfly Way,93304,35.36254501,-119.0186996
Brooklyn,EE. UU.,XXXXXXXXX,David,7305,Smith,XXXXXXXXX,Corporate,NY,6864 Dusty Island Avenue,11212,40.66080093,-73.92007446
Brooklyn,EE. UU.,XXXXXXXXX,Kendall,20154,Wong,XXXXXXXXX,Home Office,NY,3640 Easy Shadow Expressway,11236,40.64571381,-73.8972168
Caguas,Puerto Rico,XXXXXXXXX,Adele,20415,Warren,XXXXXXXXX,Corporate,PR,5013 Pleasant Fawn Pathway,725,18.29262734,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Eliana,17342,Skinner,XXXXXXXXX,Consumer,PR,8852 Shady Glade,725,18.2046299,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Mary,3255,Christian,XXXXXXXXX,Corporate,PR,2744 Round Deer Nook,725,18.25620651,-66.37058258
Caguas,Puerto Rico,XXXXXXXXX,Mary,4299,Smith,XXXXXXXXX,Corporate,PR,7681 Quaking Pines,725,18.29103279,-66.37054443
Caguas,Puerto Rico,XXXXXXXXX,Mary,10852,Haynes,XXXXXXXXX,Consumer,PR,223 Sleepy Trace,725,18.26105499,-66.37055969
Caguas,Puerto Rico,XXXXXXXXX,Nancy,6010,Casey,XXXXXXXXX,Consumer,PR,9393 Easy Towers,725,18.21733475,-66.37052918
Chicago,EE. UU.,XXXXXXXXX,Dorothy,14961,Kennedy,XXXXXXXXX,Corporate,IL,4600 Tawny Expressway,60640,41.89561081,-87.74253082
Chino,EE. UU.,XXXXXXXXX,Laura,8894,Washington,XXXXXXXXX,Corporate,CA,7697 Easy Butterfly Centre,91710,34.012043,-117.6371536
Los Angeles,EE. UU.,XXXXXXXXX,Juliet,13514,Santiago,XXXXXXXXX,Consumer,CA,4480 Hidden Rabbit Link,90044,33.97929382,-118.289093
Mount Prospect,EE. UU.,XXXXXXXXX,Britanney,17940,Ball,XXXXXXXXX,Consumer,IL,586 Golden Hickory Valley,60056,42.06341553,-87.92141724
Rancho Cucamonga,EE. UU.,XXXXXXXXX,Olivia,3232,Smith,XXXXXXXXX,Corporate,CA,8414 Wishing Horse Acres,91730,34.10491943,-117.6226425
Riverside,EE. UU.,XXXXXXXXX,Lisa,10893,Smith,XXXXXXXXX,Corporate,CA,3763 Noble Prairie Heights,92503,33.92877579,-117.4478455
Salt Lake City,EE. UU.,XXXXXXXXX,Alma,20242,Massey,XXXXXXXXX,Home Office,UT,9022 Lazy Swale,84118,40.65987396,-112.0028687
South San Francisco,EE. UU.,XXXXXXXXX,May,12905,Sears,XXXXXXXXX,Consumer,CA,252 Golden Goose Loop,94080,37.64468765,-122.4240875
Vacaville,EE. UU.,XXXXXXXXX,Wayne,3261,Adams,XXXXXXXXX,Consumer,CA,4629 Blue Cloud Passage,95687,38.34882355,-121.9724197
Brooklyn,EE. UU.,XXXXXXXXX,Mary,11405,Smith,XXXXXXXXX,Corporate,NY,1325 Noble Pike,11218,40.64086914,-73.94238281
Caguas,Puerto Rico,XXXXXXXXX,Brooke,17520,Sheppard,XXXXXXXXX,Corporate,PR,5016 Sunny Run,725,18.21954727,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Daniel,3147,Diaz,XXXXXXXXX,Corporate,PR,4778 Little Creek Bay,725,18.24791527,-66.37052155
Caguas,Puerto Rico,XXXXXXXXX,Leslie,13500,Lane,XXXXXXXXX,Consumer,PR,8473 Broad Grove Heights,725,18.28077126,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Ora,16127,Frederick,XXXXXXXXX,Home Office,PR,9393 Honey Autoroute,725,18.22797775,-66.03705597
Columbus,EE. UU.,XXXXXXXXX,Mary,449,Smith,XXXXXXXXX,Consumer,OH,4647 Umber View Farms,43228,39.93859482,-83.74756622
Enfield,EE. UU.,XXXXXXXXX,Samantha,5723,Howard,XXXXXXXXX,Consumer,CT,3908 Gentle End,6082,42.00019074,-72.59646606
Fond Du Lac,EE. UU.,XXXXXXXXX,Mary,7332,Herman,XXXXXXXXX,Corporate,WI,2197 Velvet Pine Range,54935,43.06162643,-87.94030762
Fontana,EE. UU.,XXXXXXXXX,Mary,2158,Smith,XXXXXXXXX,Consumer,CA,409 Middle Grove,92336,34.15697479,-117.4821548
Fort Washington,EE. UU.,XXXXXXXXX,Julie,1636,Petersen,XXXXXXXXX,Consumer,MD,9375 Harvest Circuit,20744,38.74266434,-76.9917984
Huntington Station,EE. UU.,XXXXXXXXX,Deme,20597,Holt,XXXXXXXXX,Consumer,NY,432 Dusty Glen,11746,40.84970856,-73.40828705
Las Vegas,EE. UU.,XXXXXXXXX,Renee,18748,Velez,XXXXXXXXX,Consumer,NV,7339 Cozy Ledge,89103,36.11117935,-115.2110291
Miami,EE. UU.,XXXXXXXXX,Xerxes,15897,Barlow,XXXXXXXXX,Consumer,FL,2616 Green View Gate,33175,25.74613953,-80.39176178
North Hills,EE. UU.,XXXXXXXXX,Karen,1513,Smith,XXXXXXXXX,Corporate,CA,3271 Sunny Green,91343,34.23563004,-118.4847031
Phoenix,EE. UU.,XXXXXXXXX,James,8256,Parker,XXXXXXXXX,Home Office,AZ,7133 Clear Hickory Pathway,85009,33.45198822,-112.1262131
Ypsilanti,EE. UU.,XXXXXXXXX,Kameko,18727,Guerra,XXXXXXXXX,Consumer,MI,8237 Burning Barn Bay,48197,42.24398804,-83.61991119
Caguas,Puerto Rico,XXXXXXXXX,Alea,16751,Knowles,XXXXXXXXX,Home Office,PR,4439 Tawny Mall,725,18.26527405,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Brenda,2751,Smith,XXXXXXXXX,Corporate,PR,5755 Crystal Pine Via,725,18.26366234,-66.37052918
Caguas,Puerto Rico,XXXXXXXXX,Caryn,13115,Fernandez,XXXXXXXXX,Consumer,PR,4647 Umber View Farms,725,18.28171158,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Inga,17787,Phelps,XXXXXXXXX,Consumer,PR,7778 Silver Turnabout,725,18.24065399,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Katherine,2320,Smith,XXXXXXXXX,Consumer,PR,2831 Rustic Dale,725,18.20974159,-66.37055969
Caguas,Puerto Rico,XXXXXXXXX,Kelly,14273,Terry,XXXXXXXXX,Consumer,PR,4312 Bright Corner,725,18.23437309,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Larissa,17646,Macias,XXXXXXXXX,Corporate,PR,4417 Dusty Elk Cape,725,18.29539871,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Morgan,19870,Arnold,XXXXXXXXX,Home Office,PR,3927 Rustic Mews,725,18.23493004,-66.0370636
Caguas,Puerto Rico,XXXXXXXXX,Noel,15896,Dalton,XXXXXXXXX,Home Office,PR,604 Round Island,725,18.21105576,-66.0370636
Chapel Hill,EE. UU.,XXXXXXXXX,Jane,15272,Kramer,XXXXXXXXX,Corporate,NC,7417 Stony Barn Heath,27514,35.90821838,-79.04585266
Chicago,EE. UU.,XXXXXXXXX,Donald,6185,Smith,XXXXXXXXX,Corporate,IL,8663 Crystal Bluff Walk,60617,41.73297119,-87.54953003
Garden Grove,EE. UU.,XXXXXXXXX,Jayme,18796,Hebert,XXXXXXXXX,Consumer,CA,3543 Crystal Bear Forest,92843,33.76652145,-117.9461899
La Crosse,EE. UU.,XXXXXXXXX,Octavia,12553,Oconnor,XXXXXXXXX,Corporate,WI,6063 Golden Point,54601,43.8122406,-91.24485779
La Mirada,EE. UU.,XXXXXXXXX,Zachary,7792,Huber,XXXXXXXXX,Corporate,CA,6908 Stony Bluff Point,90638,33.9031601,-117.9898758
New York,EE. UU.,XXXXXXXXX,Doris,4091,Smith,XXXXXXXXX,Consumer,NY,2831 Amber Oak Pathway,10016,40.74559021,-73.97927856
Ontario,EE. UU.,XXXXXXXXX,Mary,6290,Smith,XXXXXXXXX,Corporate,CA,4028 Jagged Quay,91761,34.03303146,-117.6386414
Pawtucket,EE. UU.,XXXXXXXXX,Mary,10271,Moore,XXXXXXXXX,Corporate,RI,6370 Easy Crest,2860,41.86906815,-71.39208221
San Jose,EE. UU.,XXXXXXXXX,Jeremy,4461,Miller,XXXXXXXXX,Corporate,CA,8510 Round Bear Gate,95125,37.29223251,-121.881279
Birmingham,EE. UU.,XXXXXXXXX,Alma,15621,Schwartz,XXXXXXXXX,Corporate,AL,1575 Foggy Cape,35215,33.62078095,-86.68096924
Caguas,Puerto Rico,XXXXXXXXX,Alice,8197,Smith,XXXXXXXXX,Consumer,PR,3399 Pleasant Stead,725,18.25591469,-66.37054443
Caguas,Puerto Rico,XXXXXXXXX,Brenda,6861,Smith,XXXXXXXXX,Consumer,PR,6548 Emerald Diversion,725,18.27110672,-66.37051392
Caguas,Puerto Rico,XXXXXXXXX,Clio,19307,Moody,XXXXXXXXX,Consumer,PR,9843 Grand Circle,725,18.2507515,-66.03705597
Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,7888,Smith,XXXXXXXXX,Home Office,PR,6772 Cotton Wagon  Moor,725,18.2539196,-66.3706131
Caguas,Puerto Rico,XXXXXXXXX,Gloria,232,Bean,XXXXXXXXX,Corporate,PR,4197 Colonial Prairie Mews,725,18.19677353,-66.3340683
Caguas,Puerto Rico,XXXXXXXXX,James,11748,Smith,XXXXXXXXX,Corporate,PR,1411 Little Impasse,725,18.25437546,-66.37058258
Caguas,Puerto Rico,XXXXXXXXX,Thomas,4766,Smith,XXXXXXXXX,Home Office,PR,2650 Hidden Common,725,18.21829605,-66.3705368
El Paso,EE. UU.,XXXXXXXXX,Aimee,16347,Lara,XXXXXXXXX,Home Office,TX,1043 Wishing Bear Ramp,79936,31.76372337,-106.4941864
Guaynabo,Puerto Rico,XXXXXXXXX,Joseph,1350,Patterson,XXXXXXXXX,Consumer,PR,9440 Green Highlands,969,18.37199974,-66.09887695
Harvey,EE. UU.,XXXXXXXXX,Ocean,15253,Kline,XXXXXXXXX,Corporate,IL,654 Foggy Point,60426,40.13446808,-87.610672
Hayward,EE. UU.,XXXXXXXXX,Wayne,183,Smith,XXXXXXXXX,Consumer,CA,4197 Lazy Diversion,94541,33.61837387,-117.1344681
Lilburn,EE. UU.,XXXXXXXXX,Amanda,19264,Frazier,XXXXXXXXX,Corporate,GA,355 Wishing Rise Ledge,30047,33.90219879,-84.15373993
Littleton,EE. UU.,XXXXXXXXX,Kathleen,7211,Smith,XXXXXXXXX,Corporate,CO,9203 Dusty Vista,80126,39.54880905,-104.9422302
Los Angeles,EE. UU.,XXXXXXXXX,Mary,1686,Smith,XXXXXXXXX,Home Office,CA,231 Bright Alley,90001,34.04970551,-118.243866
Opelousas,EE. UU.,XXXXXXXXX,Emily,8545,Bryant,XXXXXXXXX,Corporate,LA,3399 Hazy Impasse,70570,30.67191315,-92.22214508
Portland,EE. UU.,XXXXXXXXX,Ariel,12627,Oneill,XXXXXXXXX,Home Office,OR,8311 Round Lookout,97206,45.45874023,-122.5946426
Riverside,EE. UU.,XXXXXXXXX,Myra,17365,Roman,XXXXXXXXX,Consumer,CA,6595 Shady Concession,92507,33.94644165,-117.3894348
Saint Louis,EE. UU.,XXXXXXXXX,Joe,6846,White,XXXXXXXXX,Consumer,MO,1491 Red Dale,63123,38.6506691,-90.1997757
Simi Valley,EE. UU.,XXXXXXXXX,Wanda,12943,Berger,XXXXXXXXX,Corporate,CA,6231 Fallen Range,93065,34.27391052,-118.7662125
Caguas,Puerto Rico,XXXXXXXXX,Cassady,14715,Baker,XXXXXXXXX,Home Office,PR,1966 Clear Isle,725,18.20363236,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Evelyn,4687,Edwards,XXXXXXXXX,Corporate,PR,346 Rocky Embers Maze,725,18.28091049,-66.37059021
Caguas,Puerto Rico,XXXXXXXXX,Farrah,19654,Cantu,XXXXXXXXX,Consumer,PR,5393 Hidden Glade,725,18.23310471,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Gerald,8039,Arellano,XXXXXXXXX,Consumer,PR,5408 Dusty Cloud Gardens,725,18.21859932,-66.37059021
Caguas,Puerto Rico,XXXXXXXXX,Gillian,15881,Nixon,XXXXXXXXX,Consumer,PR,7859 Silver Treasure Wynd,725,18.24310684,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Lana,17393,Mccullough,XXXXXXXXX,Corporate,PR,5700 Little Circle,725,18.21592903,-66.03704834
Caguas,Puerto Rico,XXXXXXXXX,Madison,967,Smith,XXXXXXXXX,Consumer,PR,8688 Fallen Anchor Lookout,725,18.22583389,-66.0473938
Caguas,Puerto Rico,XXXXXXXXX,Mary,8584,Smith,XXXXXXXXX,Consumer,PR,9069 Honey Forest Glade,725,18.22800636,-66.37055206
Caguas,Puerto Rico,XXXXXXXXX,Mary,10525,Lopez,XXXXXXXXX,Corporate,PR,9879 Indian Panda Square,725,18.23414803,-66.37059021
Caguas,Puerto Rico,XXXXXXXXX,Mary,11569,Smith,XXXXXXXXX,Corporate,PR,4906 Rustic Round,725,18.25144386,-66.37052155
Caguas,Puerto Rico,XXXXXXXXX,Rebecca,1760,Smith,XXXXXXXXX,Consumer,PR,8396 High Corners,725,18.22423172,-66.37059021
Chicago,EE. UU.,XXXXXXXXX,Maris,15222,Vazquez,XXXXXXXXX,Consumer,IL,5567 Rocky Mountain By-pass,60622,41.89480591,-87.7651825
Costa Mesa,EE. UU.,XXXXXXXXX,Mary,537,Cochran,XXXXXXXXX,Home Office,CA,4839 Merry Log Glen,92627,33.65791321,-117.9047623
Fontana,EE. UU.,XXXXXXXXX,Mary,9397,Curry,XXXXXXXXX,Consumer,CA,4742 Hazy Street,92336,34.15697479,-117.4821548
Indianapolis,EE. UU.,XXXXXXXXX,Mary,9698,Lee,XXXXXXXXX,Consumer,IN,1191 Merry Rabbit Acres,46226,40.02439499,-86.44609833
La Crosse,EE. UU.,XXXXXXXXX,Mary,5428,Smith,XXXXXXXXX,Corporate,WI,4702 Velvet Mountain Villas,54601,43.8122406,-91.24485779
Las Cruces,EE. UU.,XXXXXXXXX,Crystal,12239,Smith,XXXXXXXXX,Consumer,NM,5953 Middle Row,88005,32.25534058,-106.7275696
Massapequa,EE. UU.,XXXXXXXXX,Alice,14236,Barker,XXXXXXXXX,Consumer,NY,2929 Green Grove Corner,11758,40.67998123,-73.4734726
Mesa,EE. UU.,XXXXXXXXX,Destiny,12810,Cooke,XXXXXXXXX,Corporate,AZ,4062 Rocky Fox Limits,85204,33.41001129,-111.7717972
Philadelphia,EE. UU.,XXXXXXXXX,Mary,6605,Branch,XXXXXXXXX,Consumer,PA,9767 Merry Manor,19120,40.03164673,-75.12759399
Philadelphia,EE. UU.,XXXXXXXXX,Mary,9031,Brown,XXXXXXXXX,Home Office,PA,7074 Crystal Parade,19139,39.95856094,-75.21888733
Saint Charles,EE. UU.,XXXXXXXXX,Nora,14646,Monroe,XXXXXXXXX,Consumer,MO,3710 Little Nook,63301,38.77838135,-90.50777435
Saint Louis,EE. UU.,XXXXXXXXX,Mary,5964,Brown,XXXXXXXXX,Consumer,MO,4297 Velvet Anchor Pike,63116,38.59045029,-90.26371002
Salina,EE. UU.,XXXXXXXXX,Ifeoma,15847,Castaneda,XXXXXXXXX,Corporate,KS,7773 Burning Village,67401,38.83726883,-97.6128006
South San Francisco,EE. UU.,XXXXXXXXX,Mary,10736,Smith,XXXXXXXXX,Corporate,CA,9414 Thunder Island Court,94080,37.65774155,-122.4140701
Watsonville,EE. UU.,XXXXXXXXX,Sacha,17221,Malone,XXXXXXXXX,Consumer,CA,9297 Misty Rabbit Orchard,95076,37.05044556,-121.7598801
Caguas,Puerto Rico,XXXXXXXXX,Debra,9418,Snow,XXXXXXXXX,Home Office,PR,787 Heather Trail,725,18.23873711,-66.37050629
Caguas,Puerto Rico,XXXXXXXXX,Mary,3397,Coleman,XXXXXXXXX,Corporate,PR,5913 Little Apple Ridge,725,18.27694893,-66.37050629
Caguas,Puerto Rico,XXXXXXXXX,Mary,12044,Smith,XXXXXXXXX,Corporate,PR,1131 Blue Isle,725,18.25540733,-66.37059021
Caguas,Puerto Rico,XXXXXXXXX,Stephen,6717,Smith,XXXXXXXXX,Consumer,PR,6715 Blue Run,725,18.21104813,-66.37056732
Carlisle,EE. UU.,XXXXXXXXX,Sandra,2377,Castro,XXXXXXXXX,Home Office,PA,4592 Amber Orchard,17013,40.23770523,-76.96067047
